museum,lng,lat
石家庄市毗卢寺博物院,114.4331150139577,38.131466056035684
石家庄市博物馆,114.65368432006385,37.87969904865482
天津市古林古海岸遗迹博物馆,117.4874205818127,39.291197516133636
天津市武清区博物馆,117.05059715977872,39.389871228788344
平津战役天津前线指挥部旧址陈列馆,108.11499361127495,31.076565239117716
天津杨柳青博物馆,117.01720067617316,39.14098950134107
平津战役纪念馆,117.15346383050675,39.17512340111158
天津市三条石历史博物馆,117.18939479327815,39.159708453318615
天津义和团纪念馆,117.16462644426541,39.1520055777143
天津觉悟社纪念馆,117.20267650973484,39.16550076958083
天津梁启超纪念馆,117.20614576561437,39.14287441734446
天津美术学院美术馆,117.2019884077142,39.15899891869327
周恩来邓颖超纪念馆,108.32691213261744,22.81941163768228
天津市老城博物馆,117.18967838832766,39.147565569350625
天津市民俗博物馆,117.19908086227005,39.148466744263956
南开大学博物馆,117.17203054777028,39.110825605578825
天津自然博物馆,117.2080927529767,39.09110259843554
天津美术馆,117.22004695355074,39.091140052542876
天津博物馆,117.21828196288472,39.09103910142641
元明清天妃宫遗址博物馆,115.65622902175852,34.44981766987344
近代天津博物馆,117.21828196288472,39.09103910142641
中国印刷博物馆,116.35622811074523,39.939043018072944
平谷博物馆,117.08736696023534,40.152199086397346
中国长城博物馆,121.49153376029643,31.25263715626296
北京市房山世界地质公园博物馆,115.88022698033515,39.59056208912683
周口店北京人遗址博物馆,115.94324149491017,39.69358890611546
北京市西周燕都遗址博物馆,115.94324149491017,39.69358890611546
冀热察挺进军司令部旧址陈列馆,115.70128901427509,39.943436071812314
永定河文化博物馆,116.14301224371324,39.931433296984935
铁道兵纪念馆,113.30521302145681,23.30241874405582
中国化工博物馆,121.41083978481008,31.208312549350804
中国国家画院美术馆,116.31791897396673,39.94417006369666
北京航空航天博物馆,116.35734398584974,39.9875340923235
中国电信博物馆,113.47032992837745,29.817306407425075
北京石刻艺术博物馆,116.33675051169459,39.95059414188235
北京西山大觉寺管理处,116.11333797881883,40.05856342975801
北京市团城演武厅管理处,116.21416603502254,39.990303095076904
北京艺术博物馆,116.71908496725709,39.95968845164573
大钟寺古钟博物馆,116.34864012410246,39.97330585892758
李大钊烈士陵园,113.82506933686177,23.088527757061932
中国人民大学博物馆,116.31976876467287,39.97654610615823
中央民族大学民族博物馆,116.3271264257829,39.95662410464323
北京大学赛克勒考古与艺术博物馆,116.31683256328296,39.99887680537622
中国铁道博物馆,116.40649099894505,39.906116218374414
中国第四纪冰川遗迹陈列馆,116.16830484382163,39.94403453682419
卢沟桥历史博物馆,116.31414896540245,39.93638505832838
中国人民抗日战争纪念馆,116.2324742199603,39.857753484614506
北京辽金城垣博物馆,116.36544715070248,39.868655759755384
北京汽车博物馆,116.3084690694934,39.834959070504254
中国电影博物馆,116.42213948092886,40.06391294489893
中央美术学院美术馆,116.4719439638269,39.98983909185077
中国现代文学馆,116.43668403527145,39.9907170675743
中国体育博物馆,120.87209596707227,32.011412994000935
北京奥运博物馆,116.40293002607294,39.99682209086538
北京中医药大学中医药博物馆,116.43558441949669,39.97865527308797
中国农业博物馆,116.4713703957588,39.94701613465206
北京民俗博物馆,116.45071996903431,39.92977808805411
中国传媒大学传媒博物馆,116.56387142937665,39.91803575630166
北京服装学院民族服饰博物馆,116.4374570271628,39.98023409895887
民航博物馆,121.45250031978522,31.253000353044467
中国佛教图书文物馆,119.96482294267986,30.05424789500263
北京空竹博物馆,116.36475752156248,39.89577102158556
北京戏曲博物馆,116.3905169710444,39.89506909805164
徐悲鸿纪念馆,116.37793781932709,39.951179407340064
中国印钞造币博物馆,116.33965024188079,39.9448411251672
梅兰芳纪念馆,119.93701670409345,32.49134228065202
北京市古代钱币展览馆,116.38600496212888,39.955992082275735
北京鲁迅博物馆(北京新文化运动纪念馆),116.4121450236554,39.930830087171195
中国古动物馆,116.34063065251439,39.943209545724116
北京市白塔寺管理处,116.36631491382512,39.9325899758893
中国钱币博物馆,113.11597149125983,23.01823170800244
北京古代建筑博物馆,116.39864097658499,39.88388709636379
民族文化宫博物馆,116.37534099775884,39.91421405301969
郭沫若纪念馆,106.39167820022304,29.60272859857488
中国地质博物馆,116.37865340949634,39.92951783488697
首都博物馆,116.34882176147657,39.91217399851306
北京皇城艺术馆,116.41070063822589,39.9151808611221
北京通信电信博物馆,116.38595142312049,39.89611090939942
中国美术馆,116.41544863199888,39.93147313271156
老舍纪念馆,117.03535228646054,36.679276836660506
北京自来水博物馆,116.4133836971231,39.910924547299565
保利艺术博物馆,116.44287309074356,40.02802991251856
北京自然博物馆,116.40611595639463,39.88952521135613
北京人民艺术剧院戏剧博物馆,116.41841699272605,39.927751088575484
中国海关博物馆,116.6144104566902,40.1214616128457
中国妇女儿童博物馆,113.91884677274777,22.56510863867289
孔庙和国子监博物馆,121.25928800967996,31.387207860451547
中国华侨历史博物馆,116.70203403507253,23.367932984179834
中国国家博物馆,116.40801632170097,39.911460207094535
故宫博物院,116.4034138534206,39.924091367210636
北京文博交流馆,116.43882999730425,39.923656099491545
北京市钟鼓楼文物保管所,116.40226707660656,39.9474258080313
北京王府井古人类文化遗址博物馆,116.41931601688044,39.91531146493983
中国邮政邮票博物馆,116.50728896191414,39.75160199852033
北京警察博物馆,116.4133836971231,39.910924547299565
大连金州博物馆,121.78943558267059,39.05643299166072
瓦房店市博物馆,121.98563754334361,39.63274074738802
庄河市博物馆,122.97449548262718,39.686956078878055
鞍山市博物馆,123.00137251399407,41.11505359694933
本溪市博物馆,123.69250712420832,41.49291646055291
本溪县洞穴博物馆,124.09564202351545,41.30824902041584
杨靖宇纪念馆,124.20305636588775,41.08767368449836
东北抗联史实陈列馆,124.14298919169096,41.29349779045806
五女山博物馆,125.4014090314588,41.30267392412794
宽甸满族自治县博物馆,124.79042662867784,40.737553200489806
锦州市博物馆,121.13259630055518,41.10093149946208
辽沈战役纪念馆,121.15472875171002,41.13501748244847
道光廿五博物馆,117.14837439080942,32.48759329352116
义县宜州化石馆,121.24800412467748,41.54322129974158
营口市博物馆,122.22579880279181,40.63070304275062
大石桥市金牛山博物馆,122.45872699610422,40.58454802933382
阜新万人坑死难矿工纪念馆,121.70957002452553,41.98493291685856
阜新市博物馆,121.67640799865809,42.02802190131842
彰武县博物馆,122.54544932020693,42.392706534363775
辽阳市弓长岭区博物馆,123.42661543054616,41.15732704272181
辽河博物馆,123.74363696705578,42.26611888914073
铁岭市博物馆,123.73236520917769,42.22994799718447
铁岭市周恩来同志少年读书旧址纪念馆,123.8588577639709,42.30657096616438
朝阳市佛教文化博物馆,120.45749949793277,41.57982086475567
朝阳市北塔博物馆,120.46906203730447,41.588512926828095
朝阳县博物馆,116.44955872950158,39.926374523079886
朝阳市龙城区博物馆,120.44356686930357,41.59846852304986
喀喇沁左翼蒙古族自治县博物馆,119.74741405501892,41.13368911982847
北票市博物馆,120.77762773421811,41.80648256894959
凌源市博物馆,119.41313481203491,41.24230716447734
葫芦岛市博物馆,120.8433983399283,40.71736443636189
吉林省中医药博物馆,129.5263308264519,42.91326328732122
伪满皇宫博物院,125.35528113335198,43.911459556196036
吉林省东北二人转博物馆,125.38415797244518,43.86384512645664
吉林省自然博物馆,125.4394296325075,43.83553919711215
长春市文庙博物馆,125.3579404769837,43.89242902517491
长春市刘英俊纪念馆,125.3716544580518,43.91354986956169
长春市双阳区博物馆,125.67144793216886,43.5310913091188
农安县博物馆,125.18037961327045,44.42217646900543
榆树市博物馆,126.53436191183414,44.84009757275082
榆树市小乡博物馆,126.53960936347069,44.84543972769254
吉林市文庙博物馆,126.57712080495634,43.84678076633981
吉林市满族博物馆,124.12758486914475,41.30790288135311
吉林水师营博物馆,126.53038646079973,43.839130871444105
吉林市博物馆,126.55563450495482,43.84356783457924
吉林市明清造船厂遗址博物馆,126.55563450495482,43.84356783457924
吉林市劳工纪念馆,126.69190601352967,43.75623612473255
永吉县博物馆,126.50441572986186,43.67872067698947
蛟河市博物馆,127.3514801867702,43.73000387050733
桦甸市博物馆,126.74566699321588,42.98464198891238
舒兰市博物馆,126.97137703226396,44.412270028323626
四平市博物馆,124.35648155715893,43.171993571561
四平战役纪念馆,124.3668142264569,43.18064192950232
梨树县博物馆,124.34191373670362,43.319164275417116
公主岭市博物馆,124.82944866070906,43.510832663153074
双辽市郑家屯博物馆,123.51111696376712,43.52535806874318
辽源市博物馆,125.15042516688747,42.89405500574631
东北沦陷时期辽源矿工墓陈列馆,120.20723212183623,31.638979524438344
东辽县民俗博物馆,124.99201500884978,42.932413524261534
辉南县博物馆,126.05360973341233,42.69625027288404
辉南县兵工博物馆,126.05358125712766,42.690699881881976
集安市博物馆,126.19957737200077,41.131299724033404
白山市长白山满族文化博物馆,127.48545616544486,42.19277567840063
抚松人参博物馆,127.45537119527128,42.22733527255311
靖宇火山矿泉群地质博物馆,126.8301790366113,42.39827189171236
陈云旧居纪念馆,103.67784453627894,30.454566662745854
松原市博物馆,124.83148187569292,45.14740419341382
扶余市博物馆,126.05660621110196,44.99416842115065
白城市博物馆,122.8455906084976,45.62550435999602
镇赉县博物馆,123.2065757556511,45.8531166353894
通榆县博物馆,123.09452077673187,44.81896373588188
洮南市博物馆,122.79446768260222,45.34113187256745
大安市博物馆,120.60444466822581,24.368000679192203
延边博物馆,129.4300670605444,42.896086989345946
图们市博物馆,129.85038151374656,42.97428349907469
龙井朝鲜族民俗博物馆,129.43263477701413,42.7715348683491
汪清县博物馆,129.7776087962472,43.3184508338646
长白山自然博物馆,121.51600369221879,31.303152710112656
人民音乐家郑律成纪念馆,119.81194372483178,29.28612100263476
哈军工纪念馆,116.87646108582223,40.24016881573247
哈尔滨工业大学博物馆,113.98035303235123,22.59267796337172
黑龙江省博物馆,126.6475339336766,45.76337137397778
哈尔滨市博物馆,126.54161509031663,45.808825827952184
中共满洲省委机关旧址纪念馆,113.14988459035297,23.0351694216034
哈尔滨市南岗博物馆,126.64720793860701,45.75847093764435
黑龙江大学博物馆,119.826118822784,30.28822340710897
东北抗联博物馆,126.64945711594292,45.771866490922775
中共黑龙江历史纪念馆,113.14988459035297,23.0351694216034
黑龙江省民族博物馆,126.68181964990669,45.78194263123774
革命领袖视察黑龙江纪念馆,120.81307576794735,31.69827982403137
东北烈士纪念馆,104.03087518813935,30.364924724639323
侵华日军第七三一部队罪证陈列馆,126.64300368915919,45.615324147560116
依兰县博物馆,129.57451969721257,46.331260289051535
宾县二龙山艺术馆,127.42036799273936,45.75348963572318
王以哲将军纪念馆,120.13898089066942,23.211837619816166
李兆麟将军纪念馆,120.13898089066942,23.211837619816166
木兰县博物馆,128.05035620452108,45.95687131944761
双城市四野纪念馆,126.32166902857195,45.38037742502787
双城市博物馆,126.31962313777296,45.38811152239434
赵尚志赵一曼纪念馆,104.61828316811392,28.77114563129617
齐齐哈尔市博物馆,123.92457086841536,47.3599771860153
昂昂溪遗址博物馆,123.83920408732666,47.15119200251549
泰来县博物馆,123.42362630924546,46.39782928518008
泰来县江桥抗战纪念馆,123.69137695633164,46.78290478253919
富裕县历史民族民俗博物馆,124.47663574839464,47.77775254870426
讷河市博物馆,124.89054905619638,48.49008659326358
鸡西市博物馆,130.97561865876668,45.300872317823895
侵华日军鸡西罪证陈列馆,130.97561865876668,45.300872317823895
侵华日军虎头要塞博物馆,126.64300368915919,45.615324147560116
黑龙江流域博物馆,131.11757500393173,47.684388813842205
双鸭山市博物馆,131.16534168078073,46.65318589588607
友谊博物馆,131.8085004886276,46.78125458753943
宝清县博物馆,132.20359411633407,46.33265182357228
大庆市博物馆,125.10865763402039,46.59363317672175
大庆油田历史陈列馆,125.02958231523198,46.61125289528717
肇州县博物馆,125.27536822480188,45.70510798687091
肇源博物馆,125.08904978067068,45.5223720262416
杜尔伯特蒙古族自治县博物馆,124.44982887468791,46.871592142998686
伊春森林博物馆,128.85015586787418,47.73254998398281
伊春市博物馆,128.84754638019822,47.733318457230936
嘉荫县博物馆,130.41055547771902,48.894983469563904
铁力市博物馆,128.05251618011982,46.99262684141395
佳木斯市博物馆,130.327359092573,46.80568999085779
佳木斯市郊区赫哲族博物馆,130.1366092175305,46.75871560958074
桦南县博物馆,130.56038502152637,46.245077476879636
桦川县博物馆,130.72554944886406,47.028816852925594
汤原县博物馆,129.92477503420207,46.74427165419838
东宁县要塞博物馆,131.1315435744494,44.096101486248074
绥芬河市博物馆,131.15739222566847,44.41815437238761
宁安市马骏纪念馆,129.47267153494943,44.34466394181715
黑龙江省渤海上京遗址博物馆,129.16004100560312,44.11115714061023
远东林木博物馆,121.45250031978522,31.253000353044467
吴大澂纪念馆,116.87646108582223,40.24016881573247
爱辉历史陈列馆,127.49944295220557,49.984630309127674
黑河博物馆,127.51524396646509,50.25519940951602
黑河知青博物馆,127.49952478783753,49.97657784855855
黑河旅俄华侨纪念馆,127.503723108469,50.25948997720492
黑河市城市规划历史陈列馆,127.49629484054584,50.25793111415869
黑河中俄艺术陈列馆,127.5152369596821,50.25502541502319
瑷珲海关历史陈列馆,127.49789202774258,49.99076461575073
嫩江县博物馆,125.22763469542623,49.19132018475566
逊克县鄂伦春民族博物馆,128.48251742096096,49.58615389035283
孙吴日本侵华罪证陈列馆,127.3704879623476,49.449834083140736
孙吴县闯关东纪念馆,127.3423877083676,49.43145060685943
孙吴县侵华日军军人会馆遗址陈列馆,127.3423877083676,49.43145060685943
北安市博物馆,126.49737974225795,48.247419532218935
黑龙江省政府旧址陈列馆,126.64588302781034,45.61470013976065
中共黑龙江省工作委员会旧址陈列馆,113.14988459035297,23.0351694216034
绥化市博物馆,126.97551398893503,46.656339551716776
望奎县满族博物馆,126.51118301489382,46.839608850632075
庆安县博物馆,127.51461218819992,46.885744465244535
绥棱县展览馆,127.11898209244286,47.25018373809058
肇东市博物馆,125.96853740717,46.05693828930348
海伦市博物馆,126.99003635513164,47.468468887786564
大兴安岭资源馆,124.15292785448057,50.42002595502784
图强林业博物馆,106.55412417537175,29.541756317055828
北大荒博物馆,116.66365197152517,39.91948069386778
梧桐河抗联纪念馆,130.86124379614958,47.21514894931977
红兴隆博物馆,129.56452011959763,46.42118694008659
北大荒开发建设纪念馆,116.66365197152517,39.91948069386778
九三博物馆,104.208206894117,30.89311120074745
北大荒齐齐哈尔博物馆,123.95887508973895,47.308641535575525
上海博物馆,121.48223001012961,31.23414289508704
上海市历史博物馆,121.47756897232998,31.23670288210349
上海豫园管理处,121.4993720148543,31.23149583930913
上海三山会馆管理处,121.50224308909475,31.210993075900134
中国社会主义青年团中央机关旧址纪念馆,117.16319939613224,39.121817399141335
上海孙中山故居纪念馆,121.47420203344802,31.222119884297058
上海韬奋纪念馆,121.47790996910157,31.22041785766581
上海世博会博物馆,121.48880982849853,31.20020796052695
上海宋庆龄故居纪念馆,121.43599000349514,31.21418187290764
龙华烈士纪念馆,116.87646108582223,40.24016881573247
上海公安博物馆,121.47477658965221,31.204436938735792
上海市长宁区革命文物陈列馆,121.42950118347436,31.2259910574069
上海凝聚力工程博物馆,121.42571320879989,31.226555693038808
顾正红纪念馆,116.87646108582223,40.24016881573247
上海犹太难民纪念馆,121.51577597177202,31.259706891499963
中共四大纪念馆,116.87646108582223,40.24016881573247
上海鲁迅纪念馆,121.49044186994905,31.275505149423505
张充仁纪念馆,116.87646108582223,40.24016881573247
闵行区博物馆,121.38861193361008,31.118842580087428
上海淞沪抗战纪念馆,121.5017221617295,31.415477387773098
上海市陶行知纪念馆,121.41607250423625,31.282787947721683
嘉定博物馆,121.2585029804948,31.392332854520916
上海中国航海博物馆,121.92604126089515,30.90253871030125
新场历史文化陈列馆,116.13169476208466,39.91555883673707
上海市松江区博物馆,121.23447959624146,31.037135176464492
青浦区博物馆,121.13055310467274,31.155454317980737
陈云纪念馆,121.05043602098488,31.01276484725095
奉贤区博物馆,121.48050373643107,30.923720110285377
明孝陵博物馆,118.8497501148362,32.0507170575087
南京博物院,118.83164952830181,32.04677235962677
孙中山纪念馆,121.47420203344802,31.222119884297058
侵华日军南京大屠杀遇难同胞纪念馆,118.74988396417258,32.04114905501405
南京云锦博物馆,118.74552475702431,32.04201570833172
南京条约史料陈列馆（南京静海寺纪念馆）,118.82030770259392,32.04624394866017
求雨山文化名人纪念馆,107.13613020661676,29.894635887122046
南京市溧水区博物馆,119.0344039090257,31.65728369631429
无锡王选事迹陈列馆,120.31469164897568,31.58188534266033
无锡窑群遗址博物馆,120.32586710850312,31.560676120101302
无锡民乐博物馆,120.31858328810601,31.498809732685714
无锡市泥人博物馆,120.28180567239146,31.58824635184358
无锡美术馆,120.3030891350088,31.584310338795834
江阴市博物馆,120.29156800752115,31.926044909769043
宜兴市博物馆,119.83160603216115,31.342956624267874
徐州汉画像石艺术馆,117.18393758730504,34.246844651286985
新沂市博物馆,118.36153652101795,34.37561095463685
丰县博物馆,116.60119063348317,34.704705005169124
沛县博物馆,116.93830762357321,34.760950107302115
睢宁县博物馆,117.94743277245068,33.91878941781798
常州博物馆,119.97814068118748,31.814896237103035
新四军江南指挥部纪念馆,108.27949435764451,22.78704575358756
苏州东吴博物馆,120.52018271743573,31.35387914828461
苏州工艺美术博物馆,120.59184171576383,31.238055793514366
苏州革命博物馆,120.58718984068042,31.303428470199904
苏州丝绸博物馆,120.6247080194574,31.3290378986957
苏州生肖邮票博物馆,120.60748426893129,31.323476319781165
吴江博物馆,120.6427735720769,31.15971977075186
柳亚子纪念馆,120.71790847374533,30.99511847316257
常熟博物馆,120.7469364078253,31.653040100473145
常熟美术馆,120.74401206406812,31.649654704275303
翁同龢纪念馆,120.6908984033324,31.67860698463849
张家港博物馆,120.53833935823396,31.878320544011984
太仓市博物馆,121.13559529350024,31.464599352977785
南通博物苑,120.87630919957516,32.01727235333905
南通纺织博物馆,121.02452421888847,31.985733470752393
南通市个簃艺术馆,120.88097814246328,32.017062099271065
海安县博物馆,120.47443309577918,32.53919574424043
苏中七战七捷纪念馆,116.73750364377256,39.99790068729797
如皋市博物馆,120.57946558109177,32.37785148610902
连云港市博物馆,119.22862133316607,34.60224952526725
连云港市革命纪念馆,119.23225812302321,34.59962509386676
东海县博物馆,118.74627699805838,34.54372802552506
灌云县博物馆,119.24653354503504,34.28861606025826
灌南县博物馆,119.32253818609821,34.09259130777028
淮安市博物馆,119.11976413248364,33.55666778025387
淮安运河博物馆,119.044145313637,33.59971185806062
周恩来纪念馆,120.59221639899204,30.007713733849197
淮安市楚州博物馆,119.14837722907912,33.51333745527931
苏皖边区政府旧址纪念馆,121.54249804543844,31.35908090945308
洪泽湖博物馆,113.3589999621545,23.161429990162503
盱眙县博物馆,118.55144127023549,33.018254741659845
新四军纪念馆,121.52191597976326,31.12297653533996
盐城市盐都区博物馆,120.16050325734324,33.34402031559912
阜宁县博物馆,119.80958074885365,33.765078727087015
中共华中工委纪念馆,113.14988459035297,23.0351694216034
建湖县博物馆,119.80553127744521,33.469832978385014
东台市博物馆,120.32653706475246,32.872716312488244
施耐庵纪念馆,119.84978288483335,32.94085866484895
扬州八怪纪念馆,119.43795140005356,32.405000699923306
扬州博物馆,119.37856002109191,32.39743807267105
史可法纪念馆,119.44630267688818,32.40724126520382
扬州市江都区博物馆,119.5766029690771,32.44029450624287
镇江焦山碑刻博物馆,119.48943912781621,32.23791934911842
新四军四县抗敌总会纪念馆,121.4696709804557,31.234554872157506
冷遹纪念馆,119.62933080759626,32.09859636369328
丹阳市博物馆,119.61250060471407,32.01592027416992
丹阳市总前委旧址纪念馆,119.58019286738661,31.9995813712657
句容市博物馆,119.17543320290359,31.950923490521372
茅山新四军纪念馆,117.32832007599059,40.221227480147355
泰州市梅兰芳纪念馆,119.93701670409345,32.49134228065202
泰州市革命烈士纪念馆,120.02885137468401,32.176304881917886
泰州单声珍藏文物馆,119.91700128953397,32.50017030564466
泰州市博物馆,119.9295663378548,32.4606750493083
泰州传统建筑风水博物馆,119.93274598003792,32.48458197493611
中国人民解放军海军诞生地纪念馆,121.43769004667277,31.31023651614913
泰州市姜堰区博物馆,120.13339832586847,32.515233674758576
兴化市博物馆,119.84980004246859,32.940928128072294
